"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31552","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Tue May 19 10:41:42 IST 2026","passed","Tue May 19 10:42:14 IST 2026","TestLogin","test_login_pytest","",""
"","98608","FC_001 -- Farm Crop Boundary Validation Flow","tests.test_cases.regular_farmer_test_cases","Tue May 19 10:42:18 IST 2026","broken","Tue May 19 10:43:57 IST 2026","TestOnboarding","test_onboarding_pytest","",""
