"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59701","Verify user can login with valid credentials","tests.test_cases.state_farmer_test_cases","Tue May 26 19:35:20 IST 2026","passed","Tue May 26 19:36:19 IST 2026","TestLogin","test_login_pytest","",""
"","678131","FC_001 -- Crop Health Diary, Weather & Moisture Flow (State Farmer)","tests.test_cases.state_farmer_test_cases","Tue May 26 19:36:23 IST 2026","failed","Tue May 26 19:47:42 IST 2026","TestCropHealth","test_crop_health_pytest","",""
