"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39807","FC_001 -- Crop Health Diary, Weather & Moisture Flow","tests.test_cases.regular_farmer_test_cases","Mon May 11 18:13:07 IST 2026","failed","Mon May 11 18:13:47 IST 2026","TestCropHealth","Crophealth","",""
"","31841","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Mon May 11 18:12:32 IST 2026","passed","Mon May 11 18:13:03 IST 2026","TestLogin","test_login_pytest","",""
