"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12266","FC_001 -- Crop Health Diary, Weather & Moisture Flow (Regular Farmer)","tests.test_cases.regular_farmer_test_cases","Wed May 27 15:14:59 IST 2026","failed","Wed May 27 15:15:11 IST 2026","TestCropHealth","test_crop_health_pytest","",""
