"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31646","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","2026-05-20","passed","2026-05-20","TestLogin","test_login_pytest","",""
