"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32543","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Mon May 11 16:08:34 IST 2026","failed","Mon May 11 16:09:06 IST 2026","TestLogin","test_login_pytest","",""
"","51696","FC_001 -- Crop Health Diary, Weather & Moisture Flow","tests.test_cases.regular_farmer_test_cases","Mon May 11 16:09:16 IST 2026","failed","Mon May 11 16:10:07 IST 2026","TestCropHealth","Crophealth","",""
