"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20856","add farm > add crop > pending farms > add boundary","tests.test_cases.regular_farmer_test_cases","2026-04-19","passed","2026-04-19","TestOnboarding","TestOnboarding","",""
