"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32500","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Tue May 12 15:22:55 IST 2026","passed","Tue May 12 15:23:27 IST 2026","TestLogin","test_login_pytest","",""
"","39976","FC_001 -- Crop Health Diary, Weather & Moisture Flow","tests.test_cases.regular_farmer_test_cases","Tue May 12 15:23:31 IST 2026","broken","Tue May 12 15:24:11 IST 2026","TestCropHealth","Crophealth","",""
