"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12538","FC_001 -- Crop Health Diary, Weather & Moisture Flow (Regular Farmer)","tests.test_cases.regular_farmer_test_cases","Wed May 27 13:25:40 IST 2026","failed","Wed May 27 13:25:53 IST 2026","TestCropHealth","test_crop_health_pytest","",""
"","20452","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Wed May 27 13:25:03 IST 2026","broken","Wed May 27 13:25:23 IST 2026","TestLogin","test_login_pytest","",""
