"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34447","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Tue May 12 17:58:11 IST 2026","passed","Tue May 12 17:58:46 IST 2026","TestLogin","test_login_pytest","",""
"","201826","FC_001 -- Crop Health Diary, Weather & Moisture Flow","tests.test_cases.regular_farmer_test_cases","Tue May 12 17:58:50 IST 2026","broken","Tue May 12 18:02:12 IST 2026","TestCropHealth","Crophealth","",""
