"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50081","add farm","tests.test_cases.regular_farmer_test_cases","Wed Apr 15 16:05:58 IST 2026","passed","Wed Apr 15 16:06:49 IST 2026","TestOnboarding","TestOnboarding","",""
"","27089","Onboarding the farms and crops","tests.test_cases.regular_farmer_test_cases","Wed Apr 15 16:06:53 IST 2026","failed","Wed Apr 15 16:07:20 IST 2026","TestOnboarding","TestOnboarding","",""
"","32038","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","Wed Apr 15 16:05:22 IST 2026","passed","Wed Apr 15 16:05:54 IST 2026","TestLogin","test_login_pytest","",""
