"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45789","Verify user can login with valid credentials","tests.test_cases.state_farmer_test_cases","Fri May 22 15:31:53 IST 2026","passed","Fri May 22 15:32:39 IST 2026","TestLogin","test_login_pytest","",""
"","129446","FC_001 -- Crop Health Diary, Weather & Moisture Flow","tests.test_cases.state_farmer_test_cases","Fri May 22 15:32:43 IST 2026","failed","Fri May 22 15:34:52 IST 2026","TestCropHealth","test_crop_health_pytest","",""
