"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13024","FC_001 -- Crop Health Diary, Weather & Moisture Flow","tests.test_cases.state_farmer_test_cases","Tue May 19 18:36:10 IST 2026","failed","Tue May 19 18:36:23 IST 2026","TestCropHealth","test_crop_health_pytest","",""
"","46296","Verify user can login with valid credentials","tests.test_cases.state_farmer_test_cases","Tue May 19 18:35:20 IST 2026","passed","Tue May 19 18:36:06 IST 2026","TestLogin","test_login_pytest","",""
