"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15959","Verify user can login with valid credentials","tests.test_cases.regular_farmer_test_cases","2026-04-19","broken","2026-04-19","TestLogin","test_login_pytest","",""
"","28","add farm","tests.test_cases.regular_farmer_test_cases","2026-04-19","broken","2026-04-19","TestOnboarding","TestOnboarding","",""
